dataset_idx,visual_cued,question,ans_orig,ans_blank,same_orig_blank,swap_k,swap_same_rate,mdi_orig,aei_t_orig,aei_o_orig,at_orig,ao_orig,context_len_orig,num_text_tokens_orig,num_image_tokens_orig,mdi_blank,aei_t_blank,aei_o_blank,at_blank,ao_blank,effrank_text_orig,effrank_img_orig,effrank_text_blank,effrank_img_blank,cka_tv_orig,cos_tv_orig,cka_text_orig_blank,cka_img_orig_blank,mi_nce_orig,nce_loss_orig
212,0,Identify the question that Tamir's experiment can best answer.,what is the concentration of the solution in the beaker,what is the color of the sky,0,4,0.25,81.17898173522082,12.828660968591684,0.1580293407773279,0.8524717985611979,0.14752820143880205,617,41,576,113.92574191459751,13.396756243341956,0.11759200351211763,0.8902220518266131,0.10977794817338696,23.718277118101344,40.7168362521852,23.968338547723373,20.022138165167306,0.3198763430118561,0.6486391425132751,nan,nan,0.05201865716656773,2.7811946868896484
213,0,Identify the question that Maria and Desmond's experiment can best answer.,what is the effect of temperature on the rate of a chemical reaction,what is the effect of light on the growth of plants,0,4,0.0,119.59837235975486,12.94542535531687,0.10824081548849768,0.8992783364759699,0.10072166352403016,619,43,576,134.9594327826174,13.095554403876639,0.09703326498837603,0.9097073333872301,0.09029266661276994,24.57924504644291,34.80296708983815,24.762810635582774,20.022138165167306,0.33258262276649475,0.6489338278770447,nan,nan,-0.0018102975300875457,2.8350236415863037
214,1,Which air temperature was measured within the outlined area shown?,14 5,70,0,4,0.0,99.00430276234783,13.44451864172452,0.13579731654690852,0.8730206910210726,0.12697930897892745,616,40,576,169.25512641450274,14.19251941217532,0.08385281859893623,0.9215921696217739,0.07840783037822609,22.635840036761063,45.77555694467715,23.19288517545343,20.022138165167306,0.40149497985839844,0.7470982074737549,nan,nan,0.007040992219057962,2.826172351837158
216,1,Will these magnets attract or repel each other?,attract,repel,0,4,1.0,246.19883073947443,15.220786012573896,0.0618231450038055,0.9420030431234658,0.057996956876534146,614,38,576,245.7438019204919,15.219151636555935,0.06193096842165707,0.9419018928161653,0.058098107183834645,23.282788030425166,20.859045182156326,23.420230869462447,20.022138165167306,0.2958998680114746,0.7367309927940369,nan,nan,0.01814772172650425,2.815065622329712
219,0,"Is the air inside a balloon a solid, a liquid, or a gas?",gas,gas,1,4,1.0,239.7047025604211,13.100448672009456,0.05465244749926127,0.9493078747832939,0.05069212521670611,621,45,576,282.2738668731429,13.20137023358988,0.04676795050079052,0.9566210314195566,0.043378968580443385,24.421855273708555,28.877558354251995,24.91629014968209,20.022138165167306,0.3523026406764984,0.8136237859725952,nan,nan,0.023232474763003275,2.809980869293213
222,0,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,yes,pair,0,4,0.25,242.290503444722,12.164902789999703,0.050207922378497576,0.9537283787359766,0.046271621264023365,625,49,576,187.47747121740704,12.00252667837051,0.06402116798584218,0.9409980915842479,0.05900190841575215,26.15526434680943,24.344397725501803,26.819200069903726,20.022138165167306,0.18254896998405457,0.7860824465751648,nan,nan,0.001966491181460306,2.831246852874756
224,0,What is the capital of Pennsylvania?,harrisburg,harrisburg,1,4,1.0,227.84834462643386,16.699519412246538,0.07329225691600282,0.9307928852727579,0.069207114727242,610,34,576,294.21954922933463,16.96436734406846,0.05765887205151445,0.9455549011447995,0.05444509885520053,21.195879122487725,38.273901390218526,21.115328312817432,20.022138165167306,0.24209314584732056,0.6493744850158691,nan,nan,-0.0030004830769625457,2.8362138271331787
226,1,Which of these states is farthest east?,new york,new york,1,4,0.25,126.87964425382648,14.433564187816485,0.11375791816488477,0.8932824741645381,0.10671752583546193,614,38,576,208.1916538458528,15.061319126350792,0.07234352985880185,0.9321337570054237,0.06786624299457633,22.671157266432434,42.54624136179562,22.545177670576837,20.022138165167306,0.2840321958065033,0.7257627248764038,nan,nan,-0.01458857969561489,2.847801923751831
227,1,What evidence of erosion does this picture show?,canyon,none,0,4,0.0,138.0810495667016,14.559608682972678,0.10544248272055243,0.9010832735390257,0.09891672646097426,614,38,576,340.1938495356992,15.468663090909383,0.04547014330806159,0.9573439697956947,0.042656030204305334,22.703487327014646,42.991494859721826,23.004991016026693,20.022138165167306,0.373263418674469,0.7038769125938416,nan,nan,0.003954902131167337,2.829258441925049
230,0,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,yes,pair,0,4,0.0,225.48288037250558,12.12308888463632,0.05376500807781307,0.9504501685554875,0.049549831444512527,625,49,576,187.47747121740704,12.00252667837051,0.06402116798584218,0.9409980915842479,0.05900190841575215,25.9951817955262,24.868420068154837,26.819200069903726,20.022138165167306,0.18105532228946686,0.7906376123428345,nan,nan,0.01809121652325718,2.815122127532959
231,1,Which is this organism's common name?,starfish,human,0,4,0.0,172.281776534416,14.851236088067663,0.08620317474553611,0.9191318751572821,0.08086812484271791,614,38,576,287.209108435339,15.347886815936267,0.05343802255976023,0.9498692166214627,0.05013078337853728,23.176042557871366,30.667748795079696,23.479085550093853,20.022138165167306,0.37029582262039185,0.661220371723175,nan,nan,-0.04605840162554653,2.8792717456817627
233,0,Which month has the lowest average precipitation in London?,november,december,0,4,0.0,208.62299627572332,14.726672523741072,0.07058988120503165,0.9338865502860192,0.06611344971398087,615,39,576,359.2312898214572,15.146505945435905,0.042163659944443925,0.9605101331252037,0.03948986687479626,23.3009970376238,30.46554621060907,23.77707578743267,20.022138165167306,0.45654940605163574,0.7448512315750122,nan,nan,0.020272746522036478,2.8129405975341797
234,0,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,b,higher,0,4,0.0,126.43249175345535,11.670073190440354,0.09230280150767824,0.9149337381305237,0.08506626186947626,625,49,576,181.31981715516702,11.978525121063097,0.06606296713178518,0.9391163694913468,0.060883630508653225,27.356906527415035,30.665467610464834,28.515060774841523,20.022138165167306,0.22983674705028534,0.7506105303764343,nan,nan,-0.03163145498553188,2.864844799041748
235,1,Which of these states is farthest east?,michigan,new york,0,4,0.0,168.1678656522862,14.821914091949866,0.08813761198941854,0.9173171587851708,0.08268284121482912,614,38,576,208.1916538458528,15.061319126350792,0.07234352985880185,0.9321337570054237,0.06786624299457633,22.595691076145144,41.78823144996578,22.545177670576837,20.022138165167306,0.2638765275478363,0.7223090529441833,nan,nan,-0.027505859892758444,2.8607192039489746
236,0,Select the organism in the same species as the European nightjar.,european nightjar,european nightjar,1,4,0.25,166.0036009003188,13.874583223362158,0.08358001361484632,0.9219739257015374,0.0780260742984627,617,41,576,200.3490477130484,14.062683681431114,0.07019091850924349,0.9344733078422621,0.06552669215773785,25.822063120440934,35.64943612529521,26.260675842842552,20.022138165167306,0.24411305785179138,0.621269702911377,nan,nan,-0.0018513055256930144,2.835064649581909
238,1,Which animal's skin is better adapted to hurt an attacking predator?,lizard,snake,0,4,0.0,156.8192785626496,13.005260181536634,0.08293151391039594,0.922953948367116,0.07704605163288397,620,44,576,240.41537331972648,13.36326317948131,0.05558406267851105,0.9483606127373833,0.05163938726261672,26.42619227511526,31.64542721734556,26.64816592391391,20.022138165167306,0.29806894063949585,0.7561121582984924,nan,nan,-0.01811955885210903,2.851332902908325
240,1,Which animal's neck is also adapted for reaching high branches?,giraffe,giraffe,1,4,1.0,154.75820330128514,13.796361844116062,0.08914785484590525,0.916776070678701,0.0832239293212989,617,41,576,208.57095097216418,14.09910270185198,0.06759859240289719,0.9368933724083164,0.0631066275916836,24.473795832036572,40.933034540567405,24.574651119240485,20.022138165167306,0.28385379910469055,0.7696654200553894,nan,nan,-0.025801643889340475,2.8590149879455566
242,0,Which ocean is highlighted?,pacific,pacific,1,4,0.75,246.91160465720432,16.78922864809782,0.06799692007755921,0.9357930721890588,0.06420692781094116,610,34,576,325.97797511217294,17.054831583534455,0.0523189690274801,0.9505971702297893,0.04940282977021072,21.086526682995157,34.674623564885735,20.572315933524298,20.022138165167306,0.4088897705078125,0.7188981175422668,nan,nan,-0.012442812483700827,2.845656156539917
244,0,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,n,pair,0,4,0.0,133.70133780498477,11.724294974523698,0.08769018445892157,0.9191847260026579,0.08081527399734212,625,49,576,187.47747121740704,12.00252667837051,0.06402116798584218,0.9409980915842479,0.05900190841575215,25.79058587421378,26.917492288108555,26.819200069903726,20.022138165167306,0.13677576184272766,0.7977290153503418,nan,nan,7.320924481479807e-05,2.8331401348114014
247,0,What is the capital of Oregon?,salem,salem,1,4,1.0,243.93021965756785,16.776063540656722,0.06877402711401301,0.9350592793152926,0.06494072068470737,610,34,576,297.1120858570374,16.973364086072642,0.05712781436376769,0.9460563588958522,0.05394364110414785,21.09200225388299,39.28534187574818,20.957317297420662,20.022138165167306,0.2736716568470001,0.6455370187759399,nan,nan,-0.008229479353818014,2.841442823410034
248,1,Which property matches this object?,shape,color,0,4,0.0,164.70513477845833,16.267899239753216,0.09876983654234489,0.9067353674616546,0.09326463253834534,610,34,576,277.6905038639107,16.909567662149414,0.06089357549812498,0.9425004926443935,0.057499507355606536,21.056840575843108,34.8652303804075,21.51533375159075,20.022138165167306,0.35837799310684204,0.5524839758872986,nan,nan,0.019832864243594095,2.813380479812622
249,1,Which of these states is farthest west?,california,california,1,4,1.0,201.34236250199075,15.026627408508892,0.07463221957753832,0.9299867125787262,0.07001328742127373,614,38,576,307.730898354801,15.399368356149438,0.050041670948474615,0.9530553705760239,0.04694462942397618,22.846730495020523,42.5813331357751,22.547397733026607,20.022138165167306,0.22789940237998962,0.7256817817687988,nan,nan,-0.009511217635068014,2.842724561691284
250,0,Which country is highlighted?,cuba,none,0,4,0.0,216.23323849711647,16.63766880779299,0.07694316065110804,0.9273454745327242,0.07265452546727579,610,34,576,363.25940794324157,17.141744146866785,0.047188713553002165,0.9554414770384766,0.04455852296152336,20.688405871969728,25.836411656352325,20.271246106684465,20.022138165167306,0.41505011916160583,0.7307262420654297,nan,nan,-0.06028674558916958,2.8935000896453857
251,1,Which animal's limbs are also adapted for climbing trees?,monkey,monkey,1,4,1.0,171.16573209984008,13.622789073636167,0.07958829671402955,0.925820616654885,0.07417938334511492,618,42,576,239.1320459537106,13.916188636759914,0.05819457856958957,0.9457603927895087,0.05423960721049125,25.012784006881738,42.79405344196485,25.15376966136689,20.022138165167306,0.36964309215545654,0.7697076797485352,nan,nan,0.01905705018719761,2.8141562938690186
254,0,What is the capital of Montana?,helena,helena,1,4,1.0,214.37588980748262,16.212543284191106,0.0756267101619989,0.9287054254446623,0.07129457455533775,611,35,576,278.5865579029747,16.48340678639335,0.05916799041012646,0.9442213380094389,0.05577866199056111,22.094086041118477,36.351154202928115,21.951510544405384,20.022138165167306,0.29828864336013794,0.6566530466079712,nan,nan,-0.03687714056292446,2.8700904846191406
260,0,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,yes,pair,0,4,0.0,198.36754434896957,12.041530569073675,0.060703128672552044,0.9440559966153761,0.055944003384623964,625,49,576,187.47747121740704,12.00252667837051,0.06402116798584218,0.9409980915842479,0.05900190841575215,26.22768841275605,27.04037433264429,26.819200069903726,20.022138165167306,0.18903833627700806,0.7789056301116943,nan,nan,0.014399304825869486,2.8188140392303467
262,1,Does this passage describe the weather or the climate?,weather,weather,1,4,0.75,266.1912290046066,15.652186288700264,0.05880053353835108,0.9447486014386782,0.05525139856132173,613,37,576,238.7503231204632,15.55341662898994,0.06514511237391017,0.9387869743436016,0.06121302565639846,22.50281265710567,49.51081656209516,22.221555242151513,20.022138165167306,0.2999906539916992,0.7076316475868225,nan,nan,0.024064317185488626,2.8091490268707275
264,1,Look at the models of molecules below. Select the elementary substance.,chlorine,hydrogen,0,4,0.0,108.76403693079232,13.066680538044707,0.12013787743424025,0.8880268326826499,0.11197316731735013,618,42,576,199.20697960258576,13.766536704495488,0.06910669863053731,0.9355898731210526,0.0644101268789474,21.488655579030123,26.720986460896892,22.77741819629229,20.022138165167306,0.23090477287769318,0.786465048789978,nan,nan,-0.0035488458088961394,2.8367621898651123
266,0,What is the capital of Alabama?,montgomery,montgomery,1,4,1.0,214.02017064388144,16.625178618672525,0.07768042875891341,0.9266493000571572,0.07335069994284284,610,34,576,273.93418433763736,16.8962456251785,0.06167994573599127,0.9417579528788017,0.05824204712119831,21.125358993418125,37.998412918039044,20.99456013307982,20.022138165167306,0.22764770686626434,0.6270992755889893,nan,nan,-0.017993673842343405,2.8512070178985596
267,0,Which of the following could Shawn's test show?,yes,blood,0,4,0.0,293.3399806489872,14.67939164897478,0.05004224659897367,0.9532072499334272,0.046792750066572776,616,40,576,281.9986557424813,14.651818469134117,0.05195705075457534,0.9514167837100075,0.04858321628999252,24.608516324320888,45.771246219080844,24.203666394573844,20.022138165167306,0.30080729722976685,0.6778766512870789,nan,nan,0.0555696634837064,2.7776436805725098
268,0,"Complete the statement.
Methane is ().",hydrocarbon,color,0,4,0.0,152.77071000175238,14.699419761889022,0.09621883515315476,0.9097360764687017,0.09026392353129827,614,38,576,237.49864497489858,15.188516830101753,0.06395201468078708,0.940005927595874,0.05999407240412599,22.76011214983568,25.80371108251181,22.613799429757123,20.022138165167306,0.35790544748306274,0.6938093304634094,nan,nan,-0.05143855528155239,2.8846518993377686
269,0,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,n,pair,0,4,0.0,148.89884912088027,11.821807061473367,0.07939488539549483,0.926829673619512,0.07317032638048804,625,49,576,187.47747121740704,12.00252667837051,0.06402116798584218,0.9409980915842479,0.05900190841575215,26.041346277204376,25.61331480045639,26.819200069903726,20.022138165167306,0.1639523059129715,0.7772344350814819,nan,nan,0.022341742951479837,2.8108716011047363
270,0,Which continent is highlighted?,south america,south america,1,4,0.25,174.57821289324397,16.35415889660886,0.09367812068628267,0.9115432827618052,0.08845671723819479,610,34,576,217.2938928766003,16.64357130187762,0.0765947495419459,0.9276744660062937,0.0723255339937063,21.320763616342695,34.5366402852893,20.759565842984692,20.022138165167306,0.4133954346179962,0.7093209028244019,nan,nan,0.010880485016909525,2.8223328590393066
273,0,Which bird's beak is also adapted to get nectar out of long flowers?,hummingbird,hummingbird,1,4,1.0,160.27334824059784,12.313747124708781,0.07682966169911,0.9289664765029095,0.07103352349709047,623,47,576,193.18620873371162,12.464592131543604,0.06452112815529618,0.9403464368901274,0.05965356310987255,27.26015523223039,33.074744944754684,27.870772096728313,20.022138165167306,0.24782101809978485,0.7840314507484436,nan,nan,-0.03857086614886196,2.871784210205078
275,0,What is the capital of Washington?,olympia,olympia,1,4,1.0,240.10539680494583,16.758726796954985,0.06979737656862937,0.9340929690106057,0.0659070309893943,610,34,576,291.4760659198874,16.955678272360434,0.058171768645391024,0.9450705922299258,0.05492940777007415,21.33456406515236,39.57865232849139,21.09598538029764,20.022138165167306,0.2636930048465729,0.6591343283653259,nan,nan,-0.015071615736874655,2.848284959793091
276,0,Is dolerite a mineral?,yes,yes,1,4,1.0,343.5737703131103,16.65917056263132,0.04848789984011078,0.9542896394305993,0.04571036056940067,611,35,576,438.6996399588306,16.825943444711587,0.03835413096370583,0.9638429141815147,0.03615708581848537,21.320316293612642,25.243333892859475,20.886500290461104,20.022138165167306,0.2570820450782776,0.7300267219543457,nan,nan,0.007689967591372415,2.8255233764648438
277,0,Select the organism in the same genus as the North American beaver.,beaver,beaver,1,4,1.0,193.16525810824018,13.73885859066222,0.07112489443087974,0.9337088362585975,0.06629116374140248,618,42,576,229.7856163818567,13.885554710165348,0.060428302383776694,0.9436784754481304,0.05632152455186954,25.198277681506394,35.91518932296565,25.972898101743652,20.022138165167306,0.3326033353805542,0.6478689908981323,nan,nan,0.015859141785708353,2.817354202270508
279,0,Select the organism in the same species as the agile wallaby.,wallaby,wallaby,1,4,0.5,189.8453201682229,13.722949945617444,0.07228489979872808,0.9326276662070108,0.06737233379298928,618,42,576,236.2628504567751,13.907028212826635,0.05886252614805796,0.9451378397066644,0.05486216029333558,26.17321742849359,28.835693830608935,26.270081598461797,20.022138165167306,0.21269215643405914,0.6648196578025818,nan,nan,-0.013733610670956686,2.846946954727173
281,0,Which ocean is highlighted?,pacific,pacific,1,4,1.0,245.2135610067805,16.78176718581634,0.06843735361500784,0.9353771874061565,0.06462281259384348,610,34,576,325.97797511217294,17.054831583534455,0.0523189690274801,0.9505971702297893,0.04940282977021072,21.176144324576402,36.740237261290964,20.572315933524298,20.022138165167306,0.3753279447555542,0.7156379222869873,nan,nan,0.015970483262148782,2.8172428607940674
282,0,Which colony was Middle Colonies?,new england,pennsylvania,0,4,0.0,130.9768935699074,14.807577967575831,0.11305488749946921,0.893768980098378,0.10623101990162197,613,37,576,334.343886812408,15.83047615684092,0.04734788575848256,0.9555099801029593,0.04449001989704071,23.454316940863517,39.01821719222175,23.33420858729982,20.022138165167306,0.3285735547542572,0.6669055223464966,nan,nan,-0.07842396215716274,2.911637306213379
283,1,Which property matches this object?,spring,color,0,4,0.0,167.8971574073031,16.296795511825678,0.09706415381584542,0.9083459793476607,0.09165402065233928,610,34,576,277.6905038639107,16.909567662149414,0.06089357549812498,0.9425004926443935,0.057499507355606536,21.13729929358177,21.912063390294172,21.51533375159075,20.022138165167306,0.31352657079696655,0.5869830846786499,nan,nan,-0.0033085198811617644,2.836521863937378
284,0,What is the capital of New Hampshire?,concord,concord,1,4,1.0,218.76844960566834,15.841411610219057,0.07241177436130901,0.9318477417775916,0.06815225822240847,612,36,576,272.8445655853063,16.05831705904237,0.05885518380985181,0.9446068858260218,0.05539311417397817,22.523520691360073,39.175730756476995,22.50816228624643,20.022138165167306,0.31100741028785706,0.6431378126144409,nan,nan,-0.008107170622738913,2.841320514678955
285,0,"Complete the sentence.
The bee hummingbird is the () hummingbird.",hummingbird,hummingbird,1,4,0.25,156.42438983322245,12.756178833476156,0.08154852863467531,0.924360785034504,0.07563921496549594,621,45,576,185.91063033715616,12.911069197957394,0.06944771890957858,0.9355847244896662,0.06441527551033376,25.95107898604993,31.41427871056792,25.791256119000153,20.022138165167306,0.24881292879581451,0.7141698002815247,nan,nan,-0.04287813619891079,2.876091480255127
286,0,Can Lithops bromfieldii cells make their own food?,yes,yes,1,4,1.0,274.2600268132978,14.631760620103346,0.053349956937267774,0.9501143259807366,0.049885674019263374,616,40,576,370.85585285365113,14.824382528240939,0.03997343553882378,0.9626222420935674,0.03737775790643262,23.903560982730596,40.03951258754706,24.179343987614956,20.022138165167306,0.3209668695926666,0.6356468200683594,nan,nan,0.010918631989565775,2.8222947120666504
287,0,Identify the question that Evelyn's experiment can best answer.,how does the motor work,what is the color of the sky,0,4,0.0,88.45941659587848,12.739257758904749,0.144012455079862,0.8657747991488665,0.1342252008511335,618,42,576,110.02705507539473,13.083497514646488,0.11891163955702692,0.8891697340051011,0.11083026599489888,24.159503908788796,30.691009011849793,24.65748509059512,20.022138165167306,0.1995646357536316,0.666292667388916,nan,nan,0.026885762650576517,2.8063275814056396
289,0,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,yes,pair,0,4,0.25,236.6515761727656,12.151505039684565,0.051347661554611644,0.9526779951112699,0.04732200488873009,625,49,576,187.47747121740704,12.00252667837051,0.06402116798584218,0.9409980915842479,0.05900190841575215,26.044252130002512,25.561539721428076,26.819200069903726,20.022138165167306,0.16551938652992249,0.7806926369667053,nan,nan,0.02961160226544468,2.8036017417907715
292,0,Which continent is highlighted?,africa,south america,0,4,0.0,246.1551627584105,16.78591662330603,0.06819242154096358,0.9356084675285328,0.06439153247146726,610,34,576,217.2938928766003,16.64357130187762,0.0765947495419459,0.9276744660062937,0.0723255339937063,21.294113471758465,36.175376052433954,20.759565842984692,20.022138165167306,0.4134345054626465,0.7049117684364319,nan,nan,-0.004304871123227194,2.8375182151794434
294,0,Which country is highlighted?,australia,none,0,4,0.0,219.71117021883538,16.656825645717312,0.07581237507918638,0.9284132327121125,0.07158676728788747,610,34,576,363.25940794324157,17.141744146866785,0.047188713553002165,0.9554414770384766,0.04455852296152336,20.63358975734954,26.601395033649197,20.271246106684465,20.022138165167306,0.3518105745315552,0.7315529584884644,nan,nan,-0.09582446531573208,2.9290378093719482
295,0,Which solution has a higher concentration of yellow particles?,a,none,0,4,0.0,160.76375307683588,14.765685928921965,0.0918471088558427,0.9138372399007079,0.08616276009929218,614,38,576,347.17722009262474,15.481946815798628,0.044593786457729406,0.9581660895771138,0.041833910422886214,22.142300610567887,31.267874302268883,22.458015894557413,20.022138165167306,0.3135209381580353,0.7706323862075806,nan,nan,0.017107501465884134,2.816105842590332
296,0,Which i in column 1?,police,1,0,4,0.0,151.19412783655415,15.743498262092663,0.10412770976867504,0.9018370526566991,0.09816294734330086,611,35,576,222.7321753613907,16.256024445930755,0.07298462568129095,0.9311961630238567,0.06880383697614335,20.89141586203773,51.83594759332812,20.63606437959986,20.022138165167306,0.2737543284893036,0.6846003532409668,nan,nan,0.00040341897687046213,2.8328099250793457
297,1,Which of these states is farthest east?,utah,new york,0,4,0.0,137.78743476594477,14.55654039417442,0.10564490455099308,0.9008933794440195,0.09910662055598048,614,38,576,208.1916538458528,15.061319126350792,0.07234352985880185,0.9321337570054237,0.06786624299457633,22.55706534693536,40.685502312365514,22.545177670576837,20.022138165167306,0.2073734998703003,0.7172244787216187,nan,nan,-0.0159940572194186,2.8492074012756348
298,0,What can Lacey and Martin trade to each get what they want?,hot dog,lacey can trade her car for martin s boat,0,4,0.0,102.5367271848473,12.978421971382774,0.12657339792000602,0.8820286776667905,0.11797132233320949,618,42,576,139.54718377541883,13.39760828036027,0.09600772955706363,0.9105170675972999,0.08948293240270008,24.09446819865564,26.677490363398647,24.025820920198957,20.022138165167306,0.19958919286727905,0.7724639177322388,nan,nan,-0.009924635451230124,2.8431379795074463
